transaction_id,customer_id,customer_name,email,purchase_date,product_id,category,price,quantity,total_amount,payment_method,delivery_status,customer_address
1061,328,George Tran,hernandezcory@hicks-waller.com,05/04/2023,1007,Home & Kitchen,4180.26,4,16721.04,PayPal,Shipped,"1490 Sheila Rapids
Port Ashleytown, SC 05232"
1062,166,Christine Holmes,robinsonalexis@porter.com,01/05/2024,1027,Books,3381.08,2,6762.16,PayPal,Cancelled,"392 Jones Plains Suite 240
Port Caleb, ID 61506"
1063,273,Brenda Howard,amber84@yahoo.com,28/01/2024,1010,Electronics,82.41,8,659.28,Bank Transfer,Shipped,"0433 Christine Key
South James, ID 97496"
1064,387,Kristen Lopez,chelsea76@yahoo.com,06/11/2023,1034,Clothing,3035.27,0,0,CC,Cancelled,"1672 Jones Keys
West Patriciahaven, ND 63816"
1065,88,Kenneth Smith,karen98@gonzalez.com,05/11/2024,1036,Home & Kitchen,110.18,6,,Credit Card,Processing,"1147 Mckee Lakes
Barnesstad, HI 03530"
1066,315,Stephanie Fox,meyeranna@gmail.com,24/07/2024,1025,Clothing,,8,,CC,Delivered,"758 Morrison Estate
Petersenfurt, TX 47674"
1067,13,Jennifer Shepherd,awilliams@gmail.com,01/05/2023,1006,Toys,371.16,5,1855.8,Debit Card,Shipped,"1563 Megan Grove Apt. 229
Rivashaven, KY 42599"
1068,241,Glenda Turner,ernest70@mayer.info,06/03/2023,1024,,1144.69,8,9157.52,Credit Card,Returned,"PSC 9563, Box 2314
APO AE 73422"
1069,264,Kristy Hodges,fraziercindy@gmail.com,15/10/2024,1018,,1552.12,-1,-1552.12,credit,Shipped,"367 Cory Square
Lake Daniel, SC 46296"
1070,345,Julie Rivas,wilsondavid@gmail.com,17/11/2024,1087,Home & Kitchen,3503.77,9,31533.93,credit,Delivered,"5169 Scott Springs
Jacobhaven, NH 14131"
1071,52,Derrick Johnson,williamsmichael@meadows.org,15/07/2023,1006,Home & Kitchen,386.13,2,772.26,credit,Pending,"3471 Gibson Lakes Apt. 531
North Melissaville, RI 58072"
1072,385,Heather Greene,welchkristen@smith-downs.com,24/05/2024,1029,Toys,3086.34,-3,-9259.02,Credit Card,Pending,"491 Sandra Parkway Apt. 532
New Jennifermouth, WV 55369"
1073,339,Jennifer Bishop,jimenezmark@smith.biz,16/12/2023,1025,Books,,6,,,Shipped,"24803 Huff Field
West John, FL 77826"
1074,91,Todd Jones,hwebb@gmail.com,14/05/2023,1055,Home & Kitchen,,7,,Bank Transfer,Shipped,"2778 Sanchez Port
Lake Davidhaven, ID 50126"
1075,366,Robert Williams,sheppardscott@yahoo.com,2024-02-30,1081,,1300.7,7,9104.9,,Cancelled,"055 Evans Wells Apt. 430
South Garrett, WI 75903"
1076,443,Harold Jones,rickeywilson@hotmail.com,29/05/2024,1046,Clothing,2273.8,1,4547.6,CC,Delivered,"958 Amanda Wall
South Saraport, CT 60777"
1077,454,Mr. Mark Larson,johnrobinson@gmail.com,01/09/2024,1024,Electronics,4585.22,-4,-18340.88,credit,Cancelled,"795 Juan Overpass Apt. 770
Chambersberg, VA 10966"
1078,427,Jason Nelson,matthew87@yahoo.com,21/05/2024,1075,Clothing,772.65,-3,,Bank Transfer,Returned,"720 Liu Loop Apt. 030
Bakerview, GA 86653"
1079,263,John Goodwin,gardnermichelle,06/02/2024,1026,Books,1333.78,9,12004.02,Credit Card,Processing,"84486 James Union Suite 803
Port Shelbybury, AR 22459"
1080,430,Terry Mason,yburnett,19/10/2023,1098,Electronics,2531.34,7,17719.38,credit,Pending,
1081,34,,thomasanita@yahoo.com,27/02/2024,1028,Clothing,,6,,Credit Card,,"46674 Jermaine Pass Apt. 258
Jessechester, FL 99145"
1082,205,Juan Orr,jamesgibson@cannon.com,04/02/2024,1003,Clothing,396.24,9,3566.16,Bank Transfer,,"10663 Zavala Burg
Lake Richardstad, OH 36367"
1083,80,Andrew Smith,regina63@gmail.com,27/07/2024,1075,Toys,3926.11,-4,,Credit Card,Delivered,"69579 Martinez Spurs Suite 657
East Travisview, RI 02658"
1084,419,Devin Trujillo,michaelvaughan@brown.info,2024-02-30,1038,Books,681.8,-1,-681.8,Credit Card,Delivered,"5582 Dillon Harbor
Port Marcia, NE 01524"
1074,91,Todd Jones,hwebb@gmail.com,14/05/2023,1055,Home & Kitchen,,7,,Bank Transfer,Shipped,"2778 Sanchez Port
Lake Davidhaven, ID 50126"
1085,49,Wanda Williams,michael45@gmail.com,09/05/2023,1061,,4148,1,4148,Debit Card,,"615 Hernandez Parkways Suite 332
Randyside, CT 33087"
1086,359,James Murphy,zacharywilson,12/07/2023,1078,Toys,2341.4,5,11707,CC,Delivered,"926 Dawn Oval
Natashaside, PA 62881"
1087,387,Ronald Delgado,jordangould@yahoo.com,20/12/2024,1051,Electronics,2320.44,4,9281.76,,Pending,"PSC 1387, Box 9130
APO AP 12210"
1088,1,Nicholas Rogers,jmcdaniel,16/01/2025,1090,,2278.35,5,11391.75,creditcard,Returned,"USS Hunter
FPO AA 67757"
1089,389,Jennifer Wood,williamsonariel@casey.biz,2024-02-30,1048,Toys,2022.86,5,10114.3,,Returned,"43458 Amanda Burg Suite 506
New Claudia, LA 42043"
1090,53,Julia Ortiz,dfitzgerald@gmail.com,24/10/2023,1021,Books,80.8,5,404,,Cancelled,"401 William Mount Suite 114
Lake Thomas, MD 67822"
1091,105,Sean Keller,jasonmurphy@gmail.com,27/03/2024,1054,Home & Kitchen,2185.73,9,39343.14,PayPal,Pending,"490 Mary Trail Apt. 292
Williamberg, WA 48982"
1092,259,,stevenkelly@hotmail.com,2024-02-30,1056,Home & Kitchen,2253.01,4,,Debit Card,Processing,"46942 Ramos Skyway
North Susanshire, KY 02771"
1093,309,Candace Hopkins,michaelbecker@hotmail.com,25/12/2023,1094,Electronics,1943.55,9,17491.95,creditcard,Delivered,"0865 Nicole Place Suite 716
Newtonfurt, SC 52061"
1094,476,Brooke Dixon,stevenmata@hotmail.com,15/09/2024,1059,Home & Kitchen,4622.85,9,,credit,Delivered,"USCGC Black
FPO AA 32352"
1095,190,Peter Chen,james64@yahoo.com,09/01/2024,1072,Toys,71.98,9,647.82,credit,Processing,"179 Clark Prairie
Catherinemouth, WV 67567"
1096,401,Katie Ward,stevensonsteven@yahoo.com,25/04/2024,1051,Electronics,,7,,credit,Cancelled,"3521 Hartman Squares
Dunnton, NH 24654"
1097,217,Kristie Rose,marymcpherson@nguyen-mason.com,14/10/2024,1020,,1111.15,8,8889.2,,Cancelled,"548 Moore Manors
Thomasfort, WA 39572"
1098,43,Lisa Velez,youngsean@gmail.com,30/05/2024,1096,Books,296.09,-5,-1480.45,CC,Delivered,"3186 Elizabeth Common Suite 456
Larsonchester, DE 27832"
1099,161,Stephanie Roman,xmoody@gmail.com,28/07/2024,1086,Electronics,4372.71,7,,,Delivered,"924 Brett Rest Apt. 032
East Bethany, WV 93865"
1100,201,Kristine Davis,ashley44@daniels-santana.com,23/01/2025,1059,,49.95,4,199.8,creditcard,Processing,"USS Sharp
FPO AP 92307"
1101,445,Morgan Curry,tracy15@burgess.com,10/09/2024,1071,Electronics,2037.08,3,,CC,Pending,"542 Diane Bypass
Rebeccashire, AK 15906"
1102,483,Robert Robles,brenda36@king.com,30/05/2024,1009,Clothing,1491.91,-5,-14919.1,Debit Card,Processing,"01852 Martin Mountain
North Jenniferfurt, RI 94820"
1103,269,Rachel Cox,pgonzales,12/03/2024,1001,Clothing,,-5,,CC,Cancelled,"1100 Payne Summit Apt. 700
Timothyview, SD 10688"
1104,350,Gabriella Martin,vargaschristine@yahoo.com,04/09/2023,1029,Electronics,2623.15,8,20985.2,creditcard,Processing,"6783 Singh Prairie Suite 317
Ramirezshire, MD 57772"
1105,303,Sheryl Johnson,jasmine76@hotmail.com,08/06/2023,1063,Home & Kitchen,194.69,9,1752.21,Credit Card,Processing,"951 Owens Crescent Suite 277
North Stevenshire, NM 53918"
1106,270,Danielle Mccoy,tmorgan@clark.net,12/12/2024,1072,Clothing,2412.52,6,14475.12,,Processing,"4869 John Spur Suite 820
South Suzanne, AR 08105"
1107,455,Shannon Davis,tara74@yahoo.com,17/05/2023,1056,Books,2264.31,4,9057.24,credit,Pending,"47811 Hicks Rapid
Lake Rachelview, ID 63117"
1108,461,Kyle Hampton,smithandrew@yahoo.com,21/02/2024,1068,,,2,,Credit Card,Shipped,"5370 Eric Crest Suite 986
Buchananburgh, TN 01879"
1109,214,Daniel Carter,lkane@johnson.org,28/11/2024,1035,Toys,1603.95,0,,,Delivered,"462 Nichole Mews Suite 659
South Morgan, OR 40957"
1110,251,,alexandra18,2024-02-30,1003,Clothing,3272.88,0,0,Bank Transfer,,"114 Holland Village
Mariehaven, AK 04649"
1111,189,Kristen Wright,cwilliams@hotmail.com,26/10/2023,1007,Electronics,4838.86,6,29033.16,PayPal,Processing,"PSC 8311, Box 6245
APO AA 62455"
1112,295,Karen Ford,arthurnguyen@fletcher-wagner.biz,16/08/2023,1027,Home & Kitchen,4991.18,3,14973.54,,,"25832 Bowen Walks Apt. 888
Port Leslie, MI 52479"
1113,212,Andrew Frazier,james88@tucker.com,08/10/2023,1001,Toys,960.1,9,8640.9,Bank Transfer,Shipped,"1080 Kelly Grove
Wilsonfurt, WV 93469"
1114,207,Jasmine Torres,crystalholder@gmail.com,20/05/2023,1091,,2432.79,-2,-4865.58,creditcard,Delivered,"01359 Kayla Crossroad
Katieborough, VA 75039"
1115,236,Susan Long,arodriguez@hotmail.com,14/02/2025,1080,,2642.6,2,,Debit Card,Cancelled,
1116,337,Nichole Wallace,pinedasonya@cunningham.info,2024-02-30,1071,Clothing,3621.33,-2,-14485.32,Bank Transfer,,"43628 William Curve Suite 872
North Lisastad, VA 71753"
1117,366,Eric Pruitt,amyjackson@casey-russell.net,24/10/2024,1044,,529.96,8,4239.68,Debit Card,Cancelled,"PSC 9107, Box 5643
APO AE 87656"
1118,52,Nicholas Burke,larrymcdaniel@yahoo.com,10/10/2024,1087,,796.47,-4,-3185.88,,,"3950 Allen Pike
Potterville, VT 73493"
1119,279,Andrew Harrison,barneskatie@hoffman-duran.com,16/10/2024,1041,Home & Kitchen,1558.63,5,7793.15,Debit Card,Cancelled,"Unit 5696 Box 9202
DPO AA 92783"
1120,409,Michelle Travis,steven92@hotmail.com,03/12/2023,1075,Home & Kitchen,58.94,9,,Bank Transfer,Processing,"5261 Randy Branch
New Jeffreyport, MS 32454"
1121,216,Alexandra Torres,thompsonjoshua@schmidt.org,06/06/2024,1042,Home & Kitchen,570.78,2,1141.56,CC,,"2708 Rodriguez Springs
Crossburgh, TN 76067"
1122,251,,mosscraig@nolan.biz,06/11/2023,1033,Electronics,2461.88,6,,PayPal,Cancelled,"USS Eaton
FPO AP 65230"
1123,187,Gregory Austin,rachel61@jenkins-washington.info,10/12/2024,1050,,2921.71,1,,Credit Card,Shipped,"241 David Hills Suite 000
New David, ID 66987"
1124,379,Gina Smith,lisa55@gmail.com,12/09/2023,1063,,3829.43,-2,,Credit Card,Pending,"2293 Julia Creek
East Christineton, PA 49090"
1125,492,Tara Hodge,shawn29@hoffman.com,27/08/2023,1037,,2396.12,3,7188.36,PayPal,Cancelled,"27620 Benitez Inlet Suite 876
Davisport, WV 72428"
1126,40,Christopher Jones,xhill,26/12/2023,1059,Books,3762.91,9,33866.19,credit,Pending,"5803 Bowen Valleys
Changfurt, CO 54753"
1127,156,Robert Phillips,jenniferfranklin@yahoo.com,26/06/2023,1081,Home & Kitchen,2772.86,3,8318.58,Credit Card,Pending,"51019 Delgado Creek
West Erikaburgh, WA 14228"
1128,14,Lacey Jenkins,pamelaberry@castaneda.com,07/10/2023,1099,Toys,3821,2,7642,creditcard,Delivered,"1439 Keith Courts Suite 789
Shanefurt, CT 66548"
1129,300,Sandra Davidson,norma11@marquez-hanson.org,12/04/2023,1048,Clothing,,8,,,Processing,"2035 Andrew Port Apt. 589
West Sarahville, OH 58776"
1130,64,Raven Walsh,larry31@gmail.com,30/10/2023,1005,Toys,991.26,-5,,credit,Shipped,"PSC 0836, Box 5305
APO AP 29001"
1131,344,Jeremiah Kim,elizabeth05@jones.com,2024-02-30,1048,Electronics,3682.59,1,3682.59,,Pending,"3733 Frank Locks
Murphyberg, MD 23748"
1132,326,Shannon Parker,onichols,07/04/2023,1096,Electronics,3282.73,-1,-6565.46,Bank Transfer,Returned,"028 Steven Cove
East Danashire, MD 64454"
1133,8,Teresa Garcia,holly70@hotmail.com,05/06/2024,1003,,2860.28,1,2860.28,creditcard,Processing,"846 Toni Fall Apt. 841
West Benjamin, OR 36728"
1134,343,Barbara Armstrong,josephmills@williams-perez.info,08/09/2023,1047,Toys,,6,,Bank Transfer,Pending,"91095 Patrick Summit
Brownbury, SC 52328"
1135,128,Natasha Robinson,annette74@nguyen.org,20/09/2024,1062,,3132.36,3,9397.08,credit,Cancelled,"46002 Daniel Roads
East Peter, FL 68593"
1136,491,Elizabeth Anderson,theresa30,23/03/2023,1099,Books,2530.75,-4,-10123,credit,Pending,"769 Patrick Squares Suite 336
New Makaylaside, MS 07081"
1137,135,Timothy Bailey,qcobb@hotmail.com,04/03/2024,1014,Electronics,1534.45,7,10741.15,creditcard,Cancelled,"575 Christine Drives
Lake Kimberlyville, AK 62053"
1138,471,Gail Williams,kellymarissa@fletcher.com,09/08/2023,1063,Electronics,1200.1,8,9600.8,creditcard,Cancelled,"279 Meadows Valleys
Port Aaronstad, IN 42370"
1139,62,Martin Rodgers,charlesgarner@gmail.com,24/03/2023,1061,Toys,4103.24,5,20516.2,credit,Returned,"916 Stephens Meadow
Brownburgh, NM 11189"
1140,138,George Spence,davisashley@hensley.com,26/12/2024,1031,Electronics,2545.09,-2,,credit,Pending,"5745 Joseph Branch
Port David, GA 88047"
1141,498,Stephen Perez,ybutler@hotmail.com,16/03/2024,1095,Books,3655.99,-2,-7311.98,Debit Card,Pending,"5475 Kelly Key Suite 679
Silvaburgh, CT 93728"
1142,80,Ashley Meyer,louis07@gmail.com,23/09/2023,1017,Books,3686.63,-4,,CC,,"7048 Morrison Run
Port Laura, MD 01309"
1143,391,Jerry Rice,ocastillo@yahoo.com,29/06/2023,1024,Books,4323.38,-3,-12970.14,credit,Processing,"52854 Dana Gateway Suite 180
Lake Donnaborough, IA 17340"
1144,162,Kyle Adams,landrymadison@kirk.com,15/03/2024,1023,Clothing,2195.35,5,10976.75,creditcard,,"9316 Tanya Mountains
New Spencerbury, AR 09337"
1145,418,Christopher Russell,lopezsusan@yahoo.com,22/01/2025,1082,Books,3122.84,8,24982.72,CC,Delivered,"79237 Padilla Village Suite 759
Kerrstad, IA 98102"
1146,288,Brett Hayes,wfrancis@hotmail.com,01/09/2024,1050,Books,3782.39,8,,credit,Cancelled,"585 Huang Prairie Suite 447
Lake Marissaland, IN 34970"
1147,378,Jade Cross,qyoung@kim-johnson.info,18/03/2023,1078,Clothing,4525.28,7,,Bank Transfer,Returned,"2294 Meredith Passage
Carrieborough, GA 44911"
1148,260,James Heath,emilyphillips@yahoo.com,04/10/2024,1079,,1734.6,2,3469.2,,,"496 Leach Parks Suite 360
East Jason, ME 22625"
1149,489,Jill Brown,nsimpson@meyer.com,24/04/2024,1079,Home & Kitchen,1785.17,6,21422.04,CC,Pending,"58802 Cox Lane
New Gwendolyn, NM 98142"
1150,230,Kerry Rios,robert28@johnson-reed.com,02/09/2023,1070,Electronics,4809.63,3,14428.89,Bank Transfer,Delivered,"87227 Baxter Shores Suite 282
Youngfurt, MA 44936"
1151,40,Lisa Garrett,nguyentony@gmail.com,04/02/2025,1027,Books,2283.22,0,0,Credit Card,Returned,"873 William Islands
South Christopher, NE 38518"
1152,27,Ronald Austin,jennabanks@yahoo.com,04/05/2024,1015,Electronics,1626.9,4,6507.6,creditcard,Shipped,"6133 Reynolds Flat Suite 464
Amandaville, KY 10930"
1153,134,Michael Burns,rebecca22@gmail.com,19/06/2023,1050,Toys,678.06,-4,-2712.24,Debit Card,Pending,"54724 Alexis View Suite 715
North Jamie, KS 77918"
1154,200,Heather Chang,ostrong@hotmail.com,05/03/2024,1036,Electronics,2430.06,-4,-9720.24,Debit Card,Pending,"USCGC Bell
FPO AP 87430"
1155,327,Eric Smith,allentara@torres.biz,04/02/2025,1008,,2359.48,1,2359.48,,Shipped,"7064 Brian Course
Lake Lisahaven, AK 43622"
1156,267,Brad Gallegos,melissawood@austin.com,17/12/2024,1079,Clothing,728.94,2,1457.88,credit,Cancelled,"38052 Christina Valleys
Laurenfurt, UT 61229"
1157,417,Joseph Hamilton,zmartinez@waters.com,06/03/2023,1003,Electronics,4573.06,2,9146.12,Bank Transfer,Cancelled,"55377 Mullen Burgs
Leahhaven, TX 49556"
1158,32,Kyle Myers,djones,26/11/2023,1062,Electronics,3788.34,8,30306.72,Credit Card,,"818 Meadows Viaduct
Gregoryborough, MT 28740"
1159,47,William Williams,jimmyjohnson@yahoo.com,03/07/2024,1047,Electronics,4049.8,0,0,Bank Transfer,,"USNS Campbell
FPO AP 44438"
1160,406,Jose Peters,hendersonbryan@hotmail.com,22/11/2024,1077,Home & Kitchen,1318.87,4,5275.48,creditcard,Pending,"738 Nicole Mount
New Kristen, TX 05937"
